aw_deep_link,product_name,merchant_category,search_price,category_name,aw_image_url
https://www.awin1.com/pclick.php?p=3677282765&a=305691&m=2606,adidas Mens CFC Chelsea 3 Stripe ClimaCool Mock Neck Training Top White/Chelsea Blue,Mens|Sports Performance Tops|Sports Performance Tops,13.95,Men's Sportswear,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12194_1_large.jpg&feedId=2606&k=a400e6213552166c1efabfb1e25ce442789d3534
https://www.awin1.com/pclick.php?p=3689387453&a=305691&m=2606,adidas Mens FCB Bayern Munich Away Replica Basketball Jersey White,Mens|Sports Performance Tops|Sports Performance Tops,9.95,Men's Sportswear,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12209_1_large.jpg&feedId=2606&k=d7891ccdfe85f4d747752ee78aa2453615073cfc
https://www.awin1.com/pclick.php?p=3677282707&a=305691&m=2606,adidas Mens FEF Spain 3 Stripe ClimaCool Mock Neck Training Top Collegiate Royal,Mens|Sports Performance Tops|Sports Performance Tops,11.95,Men's Sportswear,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12216_1_large.jpg&feedId=2606&k=fc68aa092dd2e0ce9630b0cb860a541b8f5473fd
https://www.awin1.com/pclick.php?p=3677282737&a=305691&m=2606,adidas Mens FEF Spain 3 Stripe ClimaCool Mock Neck Training Top Scarlet,Mens|Sports Performance Tops|Sports Performance Tops,10.95,Men's Sportswear,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12217_1_large.jpg&feedId=2606&k=b6a7390cf6f6aba8c4b0a156fd84668ac511c0e1
https://www.awin1.com/pclick.php?p=3677282711&a=305691&m=2606,adidas Mens FEF Spain 3 Stripe ClimaLite Polo Collegiate Royal,Mens|Sports Performance Tops|Short Sleeve Polos,10.95,Men's Sportswear,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12226_1_large.jpg&feedId=2606&k=5df98d1a53ec032487c0a5230249ff8e1c8be8f4
https://www.awin1.com/pclick.php?p=3677282797&a=305691&m=2606,adidas Mens FEF Spain 3 Stripe Poly Hooded Presentation Track Suit Collegiate Royal,Mens|Tracksuits|Tracksuits,29.95,Men's Clothing,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12231_1_large.jpg&feedId=2606&k=a9f0d27935531cee29da791080167e14081128c4
https://www.awin1.com/pclick.php?p=3677282777&a=305691&m=2606,adidas Mens FEF Spain Away Goalkeeper Shirt Yellow,Mens|Sports Performance Tops|Football Shirts,15.95,Men's Sportswear,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12242_1_large.jpg&feedId=2606&k=5d86363d21316e9500b70558745c50c09de5fb2d
https://www.awin1.com/pclick.php?p=3677282745&a=305691&m=2606,adidas Mens FEF Spain Long Sleeve Home Shirt Scarlet,Mens|Sports Performance Tops|Sports Performance Tops,13.95,Men's Sportswear,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12249_1_large.jpg&feedId=2606&k=8290a2416e700b7d4a58b50277b977ffe5f6837e
https://www.awin1.com/pclick.php?p=3677282723&a=305691&m=2606,adidas Mens FEF Spain Poly Anthem Jacket White,Mens|Hoodies And Sweatshirts|Track Tops,15.95,Men's Tops,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12252_1_large.jpg&feedId=2606&k=a37eabb2045a75cc956fdc8d79495240b26fc175
https://www.awin1.com/pclick.php?p=3687721999&a=305691&m=2606,adidas Mens MUFC Manchester United Away Jersey White/Red,Mens|Sports Performance Tops|Football Shirts,17.95,Men's Sportswear,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12273_1_large.jpg&feedId=2606&k=84464d12211b3e396e79be36db067ce779ff0e59
https://www.awin1.com/pclick.php?p=3709638057&a=305691&m=2606,adidas Womens MUFC Manchester United Away Shirt White,Womens|Sports Performance Tops|Football Shirts,9.95,Women's Sportswear,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12275_1_large.jpg&feedId=2606&k=eebcdc6a51b20124896f06a037a42cf68ebf8c15
https://www.awin1.com/pclick.php?p=3687722001&a=305691&m=2606,adidas Mens MUFC Manchester United Home Jersey Real Red/White/Black,Mens|Sports Performance Tops|Football Shirts,15.95,Men's Sportswear,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12281_1_large.jpg&feedId=2606&k=3c3432c344faf42e936c0aba94cbfea2650e9e71
https://www.awin1.com/pclick.php?p=3677282773&a=305691&m=2606,adidas Junior FEF Spain Away Shorts White,Boys|Sports Performance Shorts|Sports Performance Shorts,4.95,Boys' Clothes,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12302_1_large.jpg&feedId=2606&k=1e52693aef996d59e54a9fbe567d0c62c532fd0d
https://www.awin1.com/pclick.php?p=3677282717&a=305691&m=2606,adidas Junior FEF Spain Home Shorts Collegiate Royal,Boys|Sports Performance Shorts|Sports Performance Shorts,5.95,Boys' Clothes,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12308_1_large.jpg&feedId=2606&k=39a8cc7ff4c0b3ce64e6727c24a9467c0e21b910
https://www.awin1.com/pclick.php?p=3726902815&a=305691&m=2606,adidas Boys MUFC Manchester United 3 Stripe Poly Track Pants Dark Blue/Scarlet,Boys|Sports Performance Bottoms|Sports Performance Bottoms,15.95,Boys' Clothes,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12319_1_large.jpg&feedId=2606&k=eb6f2836296af4e824a3838f10264d86846b31f6
https://www.awin1.com/pclick.php?p=3689387459&a=305691&m=2606,adidas Mens MESSI 15.4 TF Astro Football Boots Core Black/Solar Green/Solar Red,Mens|Football Boots|Football Boots,17.95,Men's Footwear,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aresources.mandmdirect.com%2FImages%2F_default%2Fa%2Fd%2F1%2Fad12325_1_large.jpg&feedId=2606&k=29e65b7e019c18e607a10822ba9224145ac9a777
